City,Date,Year,Month,Junction_ID,Traffic_volume,Zone,Road_Capacity2,Congestion_%,PM2.5,NO2,CO,AQI,Sensor_ID,Sensor_Status,Uptime_Percentage,Is_Weekend,Is_Festival,Weather_Condition,Severity_Score,Zone_Rank,Avg_Speed,Hour,Day_of_Week,Is_Peak_Hour,Congestion_Level,Pollution_Level,Prev_Traffic,Prev_AQI,AQI_Change,Traffic_MA_3,Traffic_Anomaly_Flag,DaY_Type,Smart_City_Index
Chennai,24-02-2025,2025,Feb,J4,119,South,115,103.48,40.47,28.08,1.44,57.38,S4,Active,92.02365976,0,0,Clear,0.13,MEDIUM,38,3,3,0,Medium,Moderate,119,57.38,-35.33,15970.22,0,WeekDay,71.46
Pune,24-06-2024,2024,Jun,J5,109,South,356,30.62,89.7,50.19,2.37,107.23,S5,Active,91.74348177,0,0,Clear,0.25,HIGH,75,10,3,0,Medium,Severe,109,107.23,49.86,15987.56,1,WeekDay,43.77
Bangalore,12-05-2026,2026,May,J6,72,South,401,17.96,86.21,42.29,1.96,95.09,S6,Unstable,89.73480448,0,0,Clear,0.22,MEDIUM,81,11,3,0,Medium,Severe,72,95.09,-12.14,15967.56,1,WeekDay,48.14
Bangalore,04-05-2025,2025,May,J7,69,East,112,61.61,43.59,28.51,1.27,55.78,S7,Active,95.90268362,0,0,Clear,0.13,MEDIUM,59,11,3,0,Medium,Severe,69,55.78,-39.31,15969.67,0,WeekDay,72.62
Hyderabad,20-01-2024,2024,Jan,J8,116,East,104,111.54,26.61,16.12,1.06,39.37,S8,Active,92.22351556,0,0,Fog,0.08,LOW,34,11,3,0,Low,Moderate,116,39.37,-16.41,15953.11,0,WeekDay,82.49
Hyderabad,28-11-2023,2023,Nov,J9,95,West,67,141.79,90.47,62.48,2.68,117.64,S9,Unstable,88.0336567,0,0,Clear,0.29,HIGH,20,11,3,0,Low,Moderate,95,117.64,78.27,15855.78,0,WeekDay,51.93
Chennai,03-08-2024,2024,Aug,J10,113,South,64,176.56,86.6,51.46,2.54,109.48,S10,Active,93.21171209,0,0,Fog,0.25,HIGH,20,3,3,0,High,Severe,113,109.48,-8.16,15830.11,0,WeekDay,64.79
Bangalore,09-10-2022,2022,Oct,J11,82,South,232,35.34,80.03,48.52,2.11,96.79,S11,Active,93.95008234,0,0,Rain,0.23,HIGH,72,10,3,0,High,Severe,82,96.79,-12.69,15774.11,0,WeekDay,54.53
Warangal,07-10-2025,2025,Oct,J12,91,Central,351,25.93,70.62,44.5,2.18,92.28,S12,Unstable,85.32069516,0,0,Clear,0.21,MEDIUM,77,1,3,0,High,Severe,91,92.28,-4.51,15849.33,0,WeekDay,58
Pune,06-04-2022,2022,Apr,J1,77,Central,298,25.84,67.19,39.38,1.61,77.64,S1,Unstable,88.05667991,0,0,Clear,0.19,MEDIUM,77,11,3,0,High,Severe,77,77.64,-14.65,15750.67,0,WeekDay,70.97
Bangalore,09-06-2023,2023,Jun,J2,85,Central,475,17.89,94.12,64.03,2.57,117.64,S2,Unstable,88.63605865,0,0,Fog,0.3,HIGH,81,3,3,0,Medium,Moderate,85,117.64,40.01,15778.11,0,WeekDay,52.65
Warangal,14-01-2025,2025,Jan,J3,110,East,430,25.58,24.53,14.03,0.78,32.05,S3,Unstable,88.72112743,0,1,Rain,0.07,LOW,77,1,3,0,High,Severe,110,32.05,-85.59,15750.67,0,WeekDay,87.93
Hyderabad,27-09-2023,2023,Sep,J4,93,North,211,44.08,52.98,29.93,1.22,59.91,S4,Unstable,88.58268806,0,0,Fog,0.15,MEDIUM,68,2,3,0,Medium,Severe,93,59.91,27.85,15812.44,0,WeekDay,78.68
Warangal,12-04-2023,2023,Apr,J5,81,South,369,21.95,25.62,19.1,1.09,40.25,S5,Unstable,89.07461757,0,0,Heavy Traffic Event,0.09,LOW,79,9,3,0,Low,Severe,81,40.25,-19.66,15805.56,0,WeekDay,80.59
Warangal,10-11-2026,2026,Nov,J6,100,North,110,90.91,64.62,44.6,2.35,92.64,S6,Unstable,88.94090839,0,0,Fog,0.21,MEDIUM,45,4,3,0,Medium,Severe,100,92.64,52.39,15878.44,0,WeekDay,63.78
Bangalore,10-06-2024,2024,Jun,J7,61,East,301,20.27,59.64,34.05,1.44,68.77,S7,Active,98.26103256,0,0,Heavy Traffic Event,0.17,MEDIUM,80,9,3,0,High,Severe,61,68.77,-23.87,15903.56,0,WeekDay,64.65
Hyderabad,10-05-2025,2025,May,J8,115,North,425,27.06,107.24,59.69,3.09,133.32,S8,Unstable,89.79471808,0,0,Rain,0.3,HIGH,76,10,3,0,Low,Moderate,115,133.32,64.55,15991.89,1,WeekDay,42.93
Warangal,15-10-2024,2024,Oct,J9,118,South,276,42.75,57.49,30.8,1.52,68.36,S9,Active,90.24644072,0,0,Clear,0.16,MEDIUM,40,4,3,1,Medium,Severe,118,68.36,-64.96,15909.67,0,WeekDay,69.62
Bangalore,27-04-2025,2025,Apr,J10,92,Central,475,19.37,105.84,65.88,2.94,131.4,S10,Unstable,88.99265894,0,0,Rain,0.32,HIGH,56,7,3,1,Low,Severe,92,131.4,63.04,15948.89,1,WeekDay,29.34
Hyderabad,07-07-2025,2025,Jul,J11,65,West,60,108.33,55.64,38.93,1.49,69.29,S11,Active,99.51361539,0,0,Clear,0.18,MEDIUM,10,4,3,1,Medium,Severe,65,69.29,-62.11,15949.78,0,WeekDay,77.64
Warangal,05-07-2024,2024,Jul,J12,105,Central,194,54.12,73.55,41.62,2.39,97.14,S12,Active,93.032362,0,0,Clear,0.21,MEDIUM,32,7,3,1,Medium,Severe,105,97.14,27.85,15937,0,WeekDay,54.29
Hyderabad,17-04-2022,2022,Apr,J1,78,North,289,26.99,63.49,39.08,1.5,73.47,S1,Active,94.15819171,0,1,Clear,0.19,MEDIUM,51,5,3,1,High,Severe,78,73.47,-23.67,15812.22,0,WeekDay,62.65
Hyderabad,26-05-2023,2023,May,J2,72,East,135,53.33,91.48,59.87,2.67,117.01,S2,Active,96.03230893,0,0,Clear,0.28,HIGH,33,2,3,1,Low,Moderate,72,117.01,43.54,15726.89,0,WeekDay,61.53
Chennai,25-07-2022,2022,Jul,J3,89,West,206,43.2,68.33,36.4,1.78,80.74,S3,Active,90.00571103,0,0,Clear,0.19,MEDIUM,40,11,3,1,Low,Moderate,89,80.74,-36.27,15645.89,0,WeekDay,73.01
Hyderabad,03-07-2026,2026,Jul,J4,64,South,402,15.92,68.77,46.19,2.18,91.84,S4,Active,99.53170645,0,0,Clear,0.22,MEDIUM,59,6,3,1,Low,Moderate,64,91.84,11.1,15815.67,0,WeekDay,70.03
Chennai,15-03-2022,2022,Mar,J5,76,North,471,16.14,101.7,64.49,2.72,124.69,S5,Unstable,87.28489259,0,0,Clear,0.31,HIGH,59,3,3,1,Low,Severe,76,124.69,32.85,15767.44,1,WeekDay,43.44
Bangalore,10-09-2023,2023,Sep,J6,87,North,214,40.65,26.26,15.87,0.91,36.14,S6,Active,91.86721901,0,0,Clear,0.08,LOW,42,10,3,1,Medium,Severe,87,36.14,-88.54,15813.11,0,WeekDay,83.53
Pune,18-12-2026,2026,Dec,J7,115,East,150,76.67,58.42,37.02,1.73,74.88,S7,Unstable,87.18158894,0,0,Fog,0.18,MEDIUM,16,6,3,1,Medium,Moderate,115,74.88,38.73,15837.44,0,WeekDay,68.71
Hyderabad,16-03-2022,2022,Mar,J8,117,North,463,25.27,66.17,41.02,1.84,82.28,S8,Active,96.85563619,0,0,Clear,0.2,MEDIUM,52,2,3,1,Medium,Severe,117,82.28,7.4,15842.11,0,WeekDay,74.74
Warangal,28-03-2022,2022,Mar,J9,79,North,416,18.99,82.9,55.26,2.53,108.63,S9,Unstable,86.60976538,0,0,Fog,0.26,HIGH,81,7,3,0,High,Severe,79,108.63,26.35,15782.11,0,WeekDay,61.38
Bangalore,10-02-2024,2024,Feb,J10,72,West,490,14.69,72.43,44.63,2.08,91.26,S10,Active,93.30849405,0,0,Fog,0.22,MEDIUM,83,5,3,0,Medium,Moderate,72,91.26,-17.37,15661.33,0,WeekDay,53.41
Warangal,20-03-2025,2025,Mar,J11,106,Central,251,42.23,60.18,39.79,1.99,81.88,S11,Unstable,86.57209413,0,0,Fog,0.19,MEDIUM,69,12,3,0,Medium,Moderate,106,81.88,-9.38,15782.67,0,WeekDay,67.5
Pune,10-10-2023,2023,Oct,J12,68,North,197,34.52,32.63,20.96,1.4,50.53,S12,Active,91.78992832,0,0,Clear,0.1,LOW,73,3,3,0,Medium,Moderate,68,50.53,-31.36,15843.89,0,WeekDay,75.97
Chennai,29-08-2024,2024,Aug,J1,117,Central,159,73.58,68.94,39.57,2.08,87.91,S1,Unstable,89.20461986,0,0,Fog,0.2,MEDIUM,53,8,3,0,Medium,Severe,117,87.91,37.38,15871.22,0,WeekDay,54.16
Hyderabad,13-12-2024,2024,Dec,J2,117,Central,228,51.32,66.18,35.59,1.95,82.82,S2,Active,98.54945137,0,0,Clear,0.18,MEDIUM,64,11,3,0,High,Severe,117,82.82,-5.09,15861.56,0,WeekDay,74.07
Hyderabad,18-12-2023,2023,Dec,J3,62,Central,428,14.49,112.16,60.98,2.82,130.79,S3,Unstable,85.79643693,0,0,Rain,0.31,HIGH,83,4,3,0,Low,Severe,62,130.79,47.98,15868.56,0,WeekDay,55.07
Hyderabad,10-03-2024,2024,Mar,J4,70,South,401,17.46,42.86,31.44,1.18,54.37,S4,Active,94.74906445,0,0,Clear,0.14,MEDIUM,81,5,3,0,High,Severe,70,54.37,-76.42,15844.22,0,WeekDay,74.96
Hyderabad,23-02-2025,2025,Feb,J5,63,West,207,30.43,65.92,39.27,1.76,79.88,S5,Active,95.42876849,0,0,Rain,0.19,MEDIUM,75,12,3,0,Medium,Severe,63,79.88,25.51,15846.33,0,WeekDay,72.26
Chennai,15-06-2025,2025,Jun,J6,115,East,131,87.79,99.19,62.47,3.09,130.15,S6,Active,98.33473154,0,0,Fog,0.3,HIGH,46,2,3,0,Medium,Moderate,115,130.15,50.28,15913,1,WeekDay,49.72
Pune,06-10-2022,2022,Oct,J7,91,Central,474,19.2,94.68,50.93,2.35,109.59,S7,Active,98.16594184,0,0,Rain,0.26,HIGH,80,3,3,0,Medium,Severe,91,109.59,-20.57,15857.22,0,WeekDay,64.17
Warangal,25-04-2024,2024,Apr,J8,97,West,493,19.68,107.85,66.11,2.67,127.25,S8,Active,99.6558443,0,1,Rain,0.32,HIGH,80,8,3,0,High,Severe,97,127.25,17.66,15827.11,0,WeekDay,58.98
Chennai,16-05-2022,2022,May,J9,114,West,223,51.12,71.45,45.9,2.26,94.64,S9,Unstable,88.80864032,0,0,Clear,0.22,MEDIUM,64,10,3,0,Medium,Severe,114,94.64,-32.61,15701.56,0,WeekDay,70.24
Hyderabad,23-12-2026,2026,Dec,J10,64,East,474,13.5,19.01,15.27,1.15,37.09,S10,Unstable,89.12238064,0,0,Rain,0.07,LOW,83,3,3,0,Medium,Severe,64,37.09,-57.54,15870,0,WeekDay,89.46
Bangalore,03-12-2023,2023,Dec,J11,94,South,272,34.56,10,5,0.44,15.2,S11,Active,90.95939092,0,0,Clear,0.03,LOW,73,4,3,0,Medium,Severe,94,15.2,-21.89,15853.56,0,WeekDay,94.94
Bangalore,03-05-2025,2025,May,J12,102,Central,241,42.32,55.52,41.1,2.39,87.94,S12,Active,93.06365471,0,0,Clear,0.19,MEDIUM,69,1,3,0,Low,Moderate,102,87.94,72.73,15972.89,0,WeekDay,68.54
Warangal,08-12-2023,2023,Dec,J1,81,South,473,17.12,40.78,20.1,1.12,48.85,S1,Active,90.50712878,0,0,Clear,0.11,LOW,81,6,3,0,Low,Severe,81,48.85,-39.08,15851,0,WeekDay,87.02
Chennai,22-01-2022,2022,Jan,J2,80,South,311,25.72,80.84,52.9,2.49,106.14,S2,Active,96.10444616,0,0,Clear,0.25,HIGH,77,4,3,0,Low,Severe,80,106.14,57.29,15773.78,0,WeekDay,66.62
Warangal,15-06-2023,2023,Jun,J3,60,East,447,13.42,39.2,27.15,1.3,53.7,S3,Unstable,85.12817578,0,0,Clear,0.13,LOW,83,9,3,0,Medium,Severe,60,53.7,-52.45,15692.44,0,WeekDay,75.37
Warangal,25-06-2023,2023,Jun,J4,65,Central,184,35.33,94.36,59.05,2.8,120.97,S4,Unstable,85.26481473,0,0,Rain,0.28,HIGH,72,2,3,0,Medium,Severe,65,120.97,67.27,15672.22,1,WeekDay,31.08
Warangal,04-01-2023,2023,Jan,J5,92,North,429,21.45,73.16,42.74,2.14,92.26,S5,Active,95.7408514,0,0,Rain,0.21,MEDIUM,79,5,3,0,High,Severe,92,92.26,-28.71,15712.22,1,WeekDay,52.82
Pune,23-09-2023,2023,Sep,J6,95,West,86,110.47,31.71,23.33,0.91,41.09,S6,Active,98.24681834,0,0,Clear,0.11,LOW,35,5,3,0,Low,Moderate,95,41.09,-51.17,15727.22,0,WeekDay,86.5
Chennai,24-01-2024,2024,Jan,J7,68,East,191,35.6,71.2,50.39,2.6,102.73,S7,Active,96.64821181,0,0,Clear,0.23,HIGH,72,6,3,0,Medium,Moderate,68,102.73,61.64,15751.33,1,WeekDay,46.86
Pune,27-12-2024,2024,Dec,J8,68,East,119,57.14,34.48,13.68,1,41.27,S8,Unstable,86.7563742,0,0,Rain,0.08,LOW,61,2,3,0,High,Severe,68,41.27,-61.46,15829.11,0,WeekDay,81.45
Warangal,14-12-2026,2026,Dec,J9,90,East,320,28.13,25.43,18.72,0.74,33.21,S9,Active,99.0246104,0,0,Fog,0.08,LOW,50,8,3,1,High,Severe,90,33.21,-8.05,15959.78,0,WeekDay,91.41
Bangalore,28-02-2023,2023,Feb,J10,103,North,403,25.56,55.2,30.97,1.17,60.25,S10,Active,92.82868928,0,0,Clear,0.15,MEDIUM,52,9,3,1,Medium,Severe,103,60.25,27.04,15926.89,0,WeekDay,81.75
Hyderabad,20-04-2024,2024,Apr,J11,62,South,332,18.67,80.98,50.79,2.24,100.62,S11,Active,96.13442728,0,0,Rain,0.24,HIGH,57,2,3,1,Low,Moderate,62,100.62,40.36,15898.33,1,WeekDay,50.38
Pune,18-04-2023,2023,Apr,J12,112,West,377,29.71,21.95,25.55,1.24,43.38,S12,Unstable,88.01569296,0,0,Fog,0.1,LOW,49,10,3,1,High,Severe,112,43.38,-57.23,15752,0,WeekDay,84.99
Bangalore,18-11-2026,2026,Nov,J1,76,Central,286,26.57,43.4,18.66,0.96,46.56,S1,Active,93.23193446,0,0,Clear,0.1,LOW,51,6,3,1,Medium,Moderate,76,46.56,3.18,15900.33,0,WeekDay,83.95
Chennai,09-09-2022,2022,Sep,J2,116,South,356,32.58,90.68,52.64,2.39,109.01,S2,Unstable,89.95091206,0,0,Clear,0.26,HIGH,47,12,3,1,Medium,Moderate,116,109.01,62.45,15840.67,0,WeekDay,64.39
Warangal,24-07-2025,2025,Jul,J3,101,South,271,37.27,26.08,19.16,1.09,40.62,S3,Active,99.6214116,0,0,Heavy Traffic Event,0.09,LOW,44,8,3,1,Medium,Moderate,101,40.62,-68.39,15931.67,0,WeekDay,90.09
Hyderabad,27-03-2023,2023,Mar,J4,99,South,84,117.86,90.32,52.52,2.48,110.57,S4,Active,92.1129421,0,0,Clear,0.26,HIGH,10,2,3,1,High,Severe,99,110.57,69.95,15785.89,0,WeekDay,55.21
Chennai,29-12-2025,2025,Dec,J5,90,East,473,19.03,76.14,41.53,2.18,94.06,S5,Active,96.33365478,0,0,Rain,0.21,MEDIUM,57,5,3,1,Medium,Severe,90,94.06,-16.51,15917.44,0,WeekDay,70.38
Bangalore,21-04-2024,2024,Apr,J6,108,North,460,23.48,20.37,16.88,0.89,32.99,S6,Active,94.04847905,0,0,Rain,0.07,LOW,54,10,3,1,High,Severe,108,32.99,-61.08,15867.11,0,WeekDay,86.52
Bangalore,01-06-2026,2026,Jun,J7,99,North,377,26.26,61.43,40.37,1.77,78.27,S7,Unstable,86.41448123,0,0,Clear,0.19,MEDIUM,52,12,3,1,Medium,Moderate,99,78.27,45.28,15996.56,0,WeekDay,58.12
Warangal,15-07-2023,2023,Jul,J8,77,East,488,15.78,110.76,71.95,2.7,131.01,S8,Active,93.14391633,0,0,Clear,0.34,HIGH,59,9,3,1,Low,Severe,77,131.01,52.74,15895.11,1,WeekDay,28.3
Chennai,09-07-2023,2023,Jul,J9,62,South,302,20.53,31.47,16.02,1.01,40.78,S9,Active,93.10323801,0,0,Rain,0.08,LOW,80,2,3,0,Low,Moderate,62,40.78,-90.23,15858,0,WeekDay,83.56
Chennai,05-09-2023,2023,Sep,J10,87,East,425,20.47,47.71,25.6,1.11,53.76,S10,Active,95.73564024,0,0,Fog,0.13,LOW,80,7,3,0,Low,Moderate,87,53.76,12.98,15745.22,0,WeekDay,81.17
Bangalore,16-10-2024,2024,Oct,J11,98,Central,286,34.27,71.83,40,2.21,92.03,S11,Unstable,89.82862025,0,0,Clear,0.2,MEDIUM,73,5,3,0,Medium,Severe,98,92.03,38.27,15798.67,0,WeekDay,55.15
Warangal,08-11-2025,2025,Nov,J12,101,South,415,24.34,76.55,48.18,2.36,100,S12,Active,97.90978171,0,0,Rain,0.23,HIGH,78,9,3,0,Medium,Severe,101,100,7.97,15898,0,WeekDay,69.9
Pune,31-03-2026,2026,Mar,J1,76,Central,181,41.99,91.66,54.11,2.3,108.13,S1,Active,94.33905251,0,0,Rain,0.26,HIGH,69,2,3,0,Low,Severe,76,108.13,8.13,16001.33,1,WeekDay,50.06
Hyderabad,25-01-2025,2025,Jan,J2,98,South,360,27.22,43.59,27.91,1.12,52.49,S2,Unstable,85.59011971,0,1,Clear,0.13,MEDIUM,76,6,3,0,High,Severe,98,52.49,-55.64,16012.67,0,WeekDay,80.87
Warangal,20-09-2025,2025,Sep,J3,110,East,330,33.33,25.65,12.87,1.13,39.2,S3,Active,95.60253683,0,0,Rain,0.07,LOW,73,9,3,0,Low,Moderate,110,39.2,-13.29,16008.22,0,WeekDay,86.18
Chennai,06-04-2022,2022,Apr,J4,60,East,213,28.17,79.17,54.23,2.29,101.71,S4,Active,98.60450365,0,0,Clear,0.25,HIGH,76,11,3,0,Medium,Moderate,60,101.71,62.51,15844.33,0,WeekDay,55.06
Warangal,29-01-2023,2023,Jan,J5,76,Central,444,17.12,43.34,34.13,1.59,63.67,S5,Active,95.24720643,0,0,Clear,0.15,MEDIUM,81,2,3,0,High,Moderate,76,63.67,-38.04,15760.89,0,WeekDay,76.02
Chennai,22-08-2025,2025,Aug,J6,97,West,257,37.74,86.84,51.44,2.46,108.07,S6,Active,90.69995957,0,0,Rain,0.25,HIGH,71,1,3,0,Medium,Severe,97,108.07,44.4,15756.22,0,WeekDay,63.41
Warangal,11-01-2025,2025,Jan,J7,110,South,270,40.74,57.39,33.43,1.44,67.47,S7,Active,93.85973246,0,0,Clear,0.16,MEDIUM,70,4,3,0,Medium,Moderate,110,67.47,-40.6,15874.44,0,WeekDay,63.37
Pune,04-07-2025,2025,Jul,J8,90,South,133,67.67,41.65,22.31,1.43,56.14,S8,Unstable,87.57097407,0,0,Clear,0.11,LOW,56,11,3,0,Medium,Severe,90,56.14,-11.33,15974.78,0,WeekDay,73.67
Chennai,28-09-2026,2026,Sep,J9,60,Central,323,18.58,89.74,45.47,2.43,107.15,S9,Active,94.0188321,0,0,Fog,0.24,HIGH,81,10,3,0,Low,Severe,60,107.15,51.01,16015.44,1,WeekDay,44.18
Warangal,18-12-2022,2022,Dec,J10,88,East,363,24.24,61.94,37.21,1.88,79.81,S10,Active,92.51489117,0,0,Rain,0.18,MEDIUM,78,6,3,0,Medium,Severe,88,79.81,-27.34,15928.78,0,WeekDay,69.12
Warangal,25-03-2022,2022,Mar,J11,110,North,283,38.87,49.92,25.78,1.09,54.5,S11,Unstable,85.39236533,0,0,Rain,0.13,MEDIUM,71,9,3,0,High,Severe,110,54.5,-25.31,15797.67,0,WeekDay,71.84
Pune,02-10-2023,2023,Oct,J12,88,East,173,50.87,29.83,17.8,1,40.27,S12,Unstable,89.82834829,0,0,Fog,0.09,LOW,65,2,3,0,Medium,Moderate,88,40.27,-14.23,15679.11,0,WeekDay,86.74
Hyderabad,14-02-2025,2025,Feb,J1,64,North,238,26.89,31.2,23.64,1.2,46.68,S1,Unstable,87.86870874,0,0,Heavy Traffic Event,0.11,LOW,77,9,4,0,High,Severe,64,46.68,6.41,15764.44,0,WeekDay,78.24
Warangal,31-01-2022,2022,Jan,J2,82,Central,412,19.9,26.21,13.75,0.87,34.57,S2,Active,90.8597789,0,0,Rain,0.07,LOW,80,5,4,0,High,Severe,82,34.57,-12.11,15755.44,0,WeekDay,90.26
Hyderabad,17-08-2023,2023,Aug,J3,74,North,314,23.57,39.56,25.36,1.48,57.05,S3,Unstable,88.62748644,0,0,Clear,0.12,LOW,78,6,4,0,High,Severe,74,57.05,22.48,15748.78,0,WeekDay,73.41
Hyderabad,19-09-2026,2026,Sep,J4,83,East,326,25.46,62.62,41.86,2.07,85.31,S4,Active,97.51373047,0,0,Fog,0.2,MEDIUM,77,12,4,0,Low,Severe,83,85.31,28.26,15815.67,0,WeekDay,59.03
Chennai,21-08-2025,2025,Aug,J5,77,West,396,19.44,99.07,60.65,2.7,121.71,S5,Active,95.46525234,0,0,Clear,0.29,HIGH,80,3,4,0,Medium,Moderate,77,121.71,36.41,15959.67,0,WeekDay,60.93
Warangal,22-10-2024,2024,Oct,J6,87,West,91,95.6,82.53,57.51,2.06,99.67,S6,Active,96.10172112,0,0,Rain,0.26,HIGH,42,10,4,0,Medium,Severe,87,99.67,-22.04,16009.22,1,WeekDay,44.75
Hyderabad,01-11-2025,2025,Nov,J7,92,South,404,22.77,18.03,8.33,0.35,18.49,S7,Active,90.41300965,0,0,Rain,0.04,LOW,79,9,4,0,Medium,Severe,92,18.49,-81.18,15974.33,0,WeekDay,94.9
Warangal,26-10-2022,2022,Oct,J8,119,Central,197,60.41,75.92,56.66,2.25,100.01,S8,Unstable,85.05169548,0,1,Heavy Traffic Event,0.26,HIGH,60,10,4,0,High,Severe,119,100.01,81.51,15864.22,1,WeekDay,41.71
Bangalore,21-05-2022,2022,May,J9,85,Central,246,34.55,27.09,20.44,1.06,40.8,S9,Unstable,88.28730538,0,0,Heavy Traffic Event,0.09,LOW,73,10,4,0,High,Severe,85,40.8,-59.2,15765.44,0,WeekDay,84.29
Bangalore,02-10-2024,2024,Oct,J10,106,Central,497,21.33,38.57,29.74,1.67,61.65,S10,Active,96.32947307,0,0,Fog,0.13,MEDIUM,79,9,4,0,High,Severe,106,61.65,20.85,15723,0,WeekDay,69.23
Warangal,19-04-2026,2026,Apr,J11,67,West,221,30.32,92.97,62.54,2.79,120.96,S11,Active,94.04255211,0,0,Clear,0.29,HIGH,75,4,4,0,Medium,Severe,67,120.96,59.31,15858.89,1,WeekDay,44.73
Pune,11-10-2022,2022,Oct,J12,109,Central,171,63.74,104.4,59.86,2.59,122.06,S12,Active,93.07867248,0,0,Rain,0.3,HIGH,58,4,4,0,Low,Moderate,109,122.06,1.09,15877.44,0,WeekDay,60.48
Hyderabad,02-12-2024,2024,Dec,J1,94,Central,251,37.45,14.55,6.08,0.74,23.93,S1,Unstable,89.20779903,0,0,Clear,0.04,LOW,71,10,4,0,High,Severe,94,23.93,-98.12,15882.89,0,WeekDay,93.61
Hyderabad,06-12-2024,2024,Dec,J2,95,North,432,21.99,100.15,61.13,2.69,122.19,S2,Unstable,86.1361349,0,0,Fog,0.3,HIGH,79,2,4,0,High,Severe,95,122.19,98.26,15830.33,1,WeekDay,28.85
Chennai,30-01-2026,2026,Jan,J3,90,South,366,24.59,83.11,48.47,2.36,103.21,S3,Active,96.77299705,0,0,Fog,0.24,HIGH,78,2,4,0,Low,Moderate,90,103.21,-18.99,15962.78,1,WeekDay,47.85
Chennai,30-10-2023,2023,Oct,J4,68,East,211,32.23,35.18,12.18,1.06,42.43,S4,Unstable,85.57983352,0,0,Fog,0.08,LOW,74,9,4,0,Low,Moderate,68,42.43,-60.77,15915.44,0,WeekDay,85.15
Bangalore,04-02-2026,2026,Feb,J5,103,Central,279,36.92,40.14,26.73,1.51,58.3,S5,Unstable,85.88704703,0,0,Clear,0.13,LOW,72,8,4,0,Medium,Severe,103,58.3,15.86,15963.78,0,WeekDay,69.86
Bangalore,31-08-2024,2024,Aug,J6,65,East,488,13.32,38.57,12.1,1.07,44.34,S6,Unstable,89.42402853,0,0,Clear,0.08,LOW,83,11,4,0,Medium,Severe,65,44.34,-13.96,15903.33,0,WeekDay,84.29
Hyderabad,16-12-2024,2024,Dec,J7,99,North,147,67.35,19.62,8.42,0.7,26.27,S7,Active,93.59400516,0,0,Rain,0.05,LOW,56,3,4,0,Medium,Moderate,99,26.27,-18.07,15952.78,0,WeekDay,91.47
Warangal,04-05-2025,2025,May,J8,101,West,378,26.72,107.45,62.31,2.49,122.18,S8,Active,99.88339775,0,1,Clear,0.31,HIGH,77,10,4,0,High,Severe,101,122.18,95.91,15921.78,1,WeekDay,42.48
Chennai,19-06-2025,2025,Jun,J9,109,South,387,28.17,66.65,41.15,1.72,80.11,S9,Unstable,86.35962363,0,0,Clear,0.2,MEDIUM,76,2,4,0,High,Severe,109,80.11,-42.06,15959.22,0,WeekDay,68.3
Hyderabad,02-07-2022,2022,Jul,J10,82,North,372,22.04,63.36,38.14,1.93,81.69,S10,Active,92.09756199,0,0,Clear,0.19,MEDIUM,79,10,4,0,Low,Moderate,82,81.69,1.57,15857.33,0,WeekDay,66.44
Hyderabad,06-03-2026,2026,Mar,J11,115,Central,390,29.49,19.13,12.81,0.69,27.27,S11,Active,94.02629955,0,0,Heavy Traffic Event,0.06,LOW,75,2,4,0,Medium,Moderate,115,27.27,-54.42,15893,0,WeekDay,91.52
Chennai,26-10-2022,2022,Oct,J12,108,North,350,30.86,44.8,19,0.97,47.56,S12,Active,97.34657861,0,0,Fog,0.11,LOW,75,11,4,0,Medium,Severe,108,47.56,20.29,15785.11,0,WeekDay,83.54
Pune,18-04-2024,2024,Apr,J1,118,East,300,39.33,103.37,67.35,2.88,129.54,S1,Active,95.34420873,0,0,Rain,0.32,HIGH,70,9,4,0,High,Severe,118,129.54,81.98,15862.22,1,WeekDay,29.46
Chennai,26-03-2022,2022,Mar,J2,90,West,65,138.46,59.51,35.65,1.84,77.18,S2,Active,97.11612369,0,0,Clear,0.17,MEDIUM,21,6,4,0,Medium,Severe,90,77.18,-52.36,15698.89,0,WeekDay,70.89
Hyderabad,01-03-2025,2025,Mar,J3,110,East,375,29.33,19.47,12.07,0.89,31.1,S3,Active,92.83703511,0,0,Clear,0.06,LOW,75,5,4,0,Low,Moderate,110,31.1,-46.08,15794.67,0,WeekDay,90.16
Bangalore,15-08-2025,2025,Aug,J4,100,North,294,34.01,22.9,19.16,1.25,42.24,S4,Active,91.50956205,0,0,Clear,0.08,LOW,73,11,4,0,High,Severe,100,42.24,11.14,15846.56,0,WeekDay,88.19
Bangalore,11-10-2024,2024,Oct,J5,109,South,413,26.39,96.55,52.58,2.51,114.18,S5,Active,94.28092476,0,0,Rain,0.27,HIGH,77,12,4,0,Medium,Severe,109,114.18,71.93,15952.22,0,WeekDay,57.62
Bangalore,19-01-2026,2026,Jan,J6,88,South,240,36.67,83.62,51.96,2.43,105.93,S6,Active,98.51306214,0,0,Fog,0.25,HIGH,72,1,4,0,Medium,Severe,88,105.93,-8.25,15985.89,0,WeekDay,54.15
Warangal,22-02-2025,2025,Feb,J7,109,East,265,41.13,40.79,22.63,1.23,51.73,S7,Active,93.26270743,0,0,Clear,0.11,LOW,69,9,4,0,High,Severe,109,51.73,-54.2,15967.56,0,WeekDay,81.61
